dataset	dpt	mlt	trait	location	Export	Import	SSS
locrisk260.1	TempEst	PhyML	region	Northern Europe	10	10	0
locrisk260.1	TempEst	PhyML	region	South	0	2	-1
locrisk260.1	TempEst	PhyML	region	South America	1	1	0
locrisk260.1	TempEst	PhyML	region	Southern Africa	5	26	-0.6774193548387096
locrisk260.1	TempEst	PhyML	region	Southern Asia	2	2	0
locrisk260.1	TempEst	PhyML	region	Southern Europe	0	5	-1
locrisk260.1	TempEst	PhyML	region	Western Africa	1	3	-0.5
locrisk260.1	TempEst	PhyML	region	Western Asia	0	6	-1
locrisk260.1	TempEst	PhyML	region	Western Europe	0	3	-1
locrisk260.1	TempEst	PhyML	risk4	OT	73	10	0.7590361445783133
locrisk260.1	TempEst	PhyML	risk4	PI	8	2	0.6
locrisk260.1	TempEst	PhyML	risk4	SH	7	73	-0.825
locrisk260.1	TempEst	PhyML	risk4	SM	1	4	-0.6
locrisk260.1	TempEst	PhyML	risk5	MB	0	4	-1
locrisk260.1	TempEst	PhyML	risk5	OT	45	31	0.18421052631578946
locrisk260.1	TempEst	PhyML	risk5	PI	6	2	0.5
locrisk260.1	TempEst	PhyML	risk5	SH	30	41	-0.15492957746478872
locrisk260.1	TempEst	PhyML	risk5	SM	1	4	-0.6
locrisk260.1	TempEst	PhyML	risk6	MB	0	4	-1
locrisk260.1	TempEst	PhyML	risk6	NR	12	94	-0.7735849056603774
locrisk260.1	TempEst	PhyML	risk6	OT	94	5	0.898989898989899
locrisk260.1	TempEst	PhyML	risk6	PI	7	2	0.5555555555555556
locrisk260.1	TempEst	PhyML	risk6	SH	32	38	-0.08571428571428572
locrisk260.1	TempEst	PhyML	risk6	SM	2	4	-0.3333333333333333
locrisk260.1	TempEst	RAxML-NG	continent	Africa	24	4	0.7142857142857143
locrisk260.1	TempEst	RAxML-NG	continent	Americas	1	3	-0.5
locrisk260.1	TempEst	RAxML-NG	continent	Asia	1	10	-0.8181818181818182
locrisk260.1	TempEst	RAxML-NG	continent	Europe	10	19	-0.3103448275862069
locrisk260.1	TempEst	RAxML-NG	country	AR	0	1	-1
locrisk260.1	TempEst	RAxML-NG	country	BE	0	2	-1
locrisk260.1	TempEst	RAxML-NG	country	BG	0	1	-1
locrisk260.1	TempEst	RAxML-NG	country	BR	3	1	0.5
locrisk260.1	TempEst	RAxML-NG	country	BW	1	6	-0.7142857142857143
locrisk260.1	TempEst	RAxML-NG	country	CN	0	2	-1
locrisk260.1	TempEst	RAxML-NG	country	DE	0	1	-1
locrisk260.1	TempEst	RAxML-NG	country	DK	0	1	-1
locrisk260.1	TempEst	RAxML-NG	country	ES	0	5	-1
locrisk260.1	TempEst	RAxML-NG	country	ET	1	3	-0.5
locrisk260.1	TempEst	RAxML-NG	country	GE	0	1	-1
locrisk260.1	TempEst	RAxML-NG	country	IL	0	4	-1
locrisk260.1	TempEst	RAxML-NG	country	IN	5	3	0.25
locrisk260.1	TempEst	RAxML-NG	country	KE	1	4	-0.6
locrisk260.1	TempEst	RAxML-NG	country	MM	0	1	-1
locrisk260.1	TempEst	RAxML-NG	country	MW	2	10	-0.6666666666666666
locrisk260.1	TempEst	RAxML-NG	country	NG	1	2	-0.3333333333333333
locrisk260.1	TempEst	RAxML-NG	country	NP	1	1	0
locrisk260.1	TempEst	RAxML-NG	country	PK	0	1	-1
locrisk260.1	TempEst	RAxML-NG	country	SE	13	7	0.3
locrisk260.1	TempEst	RAxML-NG	country	SN	0	1	-1
locrisk260.1	TempEst	RAxML-NG	country	SO	0	1	-1
locrisk260.1	TempEst	RAxML-NG	country	TH	0	1	-1
locrisk260.1	TempEst	RAxML-NG	country	TZ	0	15	-1
locrisk260.1	TempEst	RAxML-NG	country	US	0	2	-1
locrisk260.1	TempEst	RAxML-NG	country	UY	0	1	-1
locrisk260.1	TempEst	RAxML-NG	country	YE	0	1	-1
locrisk260.1	TempEst	RAxML-NG	country	ZA	28	9	0.5135135135135135
locrisk260.1	TempEst	RAxML-NG	country	ZM	37	5	0.7619047619047619
locrisk260.1	TempEst	RAxML-NG	region	Eastern Africa	42	6	0.75
locrisk260.1	TempEst	RAxML-NG	region	Eastern Asia	0	2	-1
locrisk260.1	TempEst	RAxML-NG	region	Eastern Europe	0	1	-1
locrisk260.1	TempEst	RAxML-NG	region	Northern America	0	2	-1
locrisk260.1	TempEst	RAxML-NG	region	Northern Europe	10	9	0.05263157894736842
locrisk260.1	TempEst	RAxML-NG	region	South	0	2	-1
locrisk260.1	TempEst	RAxML-NG	region	South America	1	1	0
locrisk260.1	TempEst	RAxML-NG	region	Southern Africa	8	23	-0.4838709677419355
locrisk260.1	TempEst	RAxML-NG	region	Southern Asia	4	3	0.14285714285714285
locrisk260.1	TempEst	RAxML-NG	region	Southern Europe	0	5	-1
locrisk260.1	TempEst	RAxML-NG	region	Western Africa	1	3	-0.5
locrisk260.1	TempEst	RAxML-NG	region	Western Asia	0	6	-1
locrisk260.1	TempEst	RAxML-NG	region	Western Europe	0	3	-1
locrisk260.1	TempEst	RAxML-NG	risk4	OT	49	21	0.4
locrisk260.1	TempEst	RAxML-NG	risk4	PI	4	2	0.3333333333333333
locrisk260.1	TempEst	RAxML-NG	risk4	SH	23	50	-0.3698630136986301
locrisk260.1	TempEst	RAxML-NG	risk4	SM	1	4	-0.6
locrisk260.1	TempEst	RAxML-NG	risk5	MB	0	4	-1
locrisk260.1	TempEst	RAxML-NG	risk5	OT	53	21	0.43243243243243246
locrisk260.1	TempEst	RAxML-NG	risk5	PI	2	2	0
locrisk260.1	TempEst	RAxML-NG	risk5	SH	23	48	-0.352112676056338
locrisk260.1	TempEst	RAxML-NG	risk5	SM	1	4	-0.6
locrisk260.1	TempEst	RAxML-NG	risk6	MB	0	4	-1
locrisk260.1	TempEst	RAxML-NG	risk6	NR	46	38	0.09523809523809523
locrisk260.1	TempEst	RAxML-NG	risk6	OT	2	13	-0.7333333333333333
locrisk260.1	TempEst	RAxML-NG	risk6	PI	15	2	0.7647058823529411
locrisk260.1	TempEst	RAxML-NG	risk6	SH	36	39	-0.04
locrisk260.1	TempEst	RAxML-NG	risk6	SM	1	4	-0.6
locrisk260.1	TreeTime	FastTree	continent	Africa	23	4	0.7037037037037037
locrisk260.1	TreeTime	FastTree	continent	Americas	1	3	-0.5
locrisk260.1	TreeTime	FastTree	continent	Asia	1	10	-0.8181818181818182
locrisk260.1	TreeTime	FastTree	continent	Europe	10	18	-0.2857142857142857
locrisk260.1	TreeTime	FastTree	country	AR	0	1	-1
locrisk260.1	TreeTime	FastTree	country	BE	0	2	-1
locrisk260.1	TreeTime	FastTree	country	BG	0	1	-1
locrisk260.1	TreeTime	FastTree	country	BR	4	1	0.6
locrisk260.1	TreeTime	FastTree	country	BW	0	6	-1
locrisk260.1	TreeTime	FastTree	country	CN	0	2	-1
locrisk260.1	TreeTime	FastTree	country	DE	0	1	-1
locrisk260.1	TreeTime	FastTree	country	DK	0	1	-1
locrisk260.1	TreeTime	FastTree	country	ES	1	5	-0.6666666666666666
locrisk260.1	TreeTime	FastTree	country	ET	1	3	-0.5
locrisk260.1	TreeTime	FastTree	country	GE	0	1	-1
locrisk260.1	TreeTime	FastTree	country	IL	0	4	-1
locrisk260.1	TreeTime	FastTree	country	IN	5	3	0.25
locrisk260.1	TreeTime	FastTree	country	KE	2	4	-0.3333333333333333
locrisk260.1	TreeTime	FastTree	country	MM	0	1	-1
locrisk260.1	TreeTime	FastTree	country	MW	2	11	-0.6923076923076923
locrisk260.1	TreeTime	FastTree	country	NG	0	2	-1
locrisk260.1	TreeTime	FastTree	country	NP	1	1	0
locrisk260.1	TreeTime	FastTree	country	PK	0	1	-1
locrisk260.1	TreeTime	FastTree	country	SE	11	7	0.2222222222222222
locrisk260.1	TreeTime	FastTree	country	SN	0	1	-1
locrisk260.1	TreeTime	FastTree	country	SO	0	1	-1
locrisk260.1	TreeTime	FastTree	country	TH	0	1	-1
locrisk260.1	TreeTime	FastTree	country	TZ	6	12	-0.3333333333333333
locrisk260.1	TreeTime	FastTree	country	US	0	2	-1
locrisk260.1	TreeTime	FastTree	country	UY	0	1	-1
locrisk260.1	TreeTime	FastTree	country	YE	0	1	-1
locrisk260.1	TreeTime	FastTree	country	ZA	13	14	-0.037037037037037035
locrisk260.1	TreeTime	FastTree	country	ZM	46	1	0.9574468085106383
locrisk260.1	TreeTime	FastTree	region	Eastern Africa	42	6	0.75
locrisk260.1	TreeTime	FastTree	region	Eastern Asia	1	2	-0.3333333333333333
locrisk260.1	TreeTime	FastTree	region	Eastern Europe	0	1	-1
locrisk260.1	TreeTime	FastTree	region	Northern America	0	2	-1
locrisk260.1	TreeTime	FastTree	region	Northern Europe	9	9	0
locrisk260.1	TreeTime	FastTree	region	South	0	2	-1
locrisk260.1	TreeTime	FastTree	region	South America	1	1	0
locrisk260.1	TreeTime	FastTree	region	Southern Africa	7	21	-0.5
locrisk260.1	TreeTime	FastTree	region	Southern Asia	3	3	0
locrisk260.1	TreeTime	FastTree	region	Southern Europe	1	5	-0.6666666666666666
locrisk260.1	TreeTime	FastTree	region	Western Africa	0	3	-1
locrisk260.1	TreeTime	FastTree	region	Western Asia	0	6	-1
locrisk260.1	TreeTime	FastTree	region	Western Europe	0	3	-1
locrisk260.1	TreeTime	FastTree	risk4	OT	70	7	0.8181818181818182
locrisk260.1	TreeTime	FastTree	risk4	PI	4	2	0.3333333333333333
locrisk260.1	TreeTime	FastTree	risk4	SH	9	70	-0.7721518987341772
locrisk260.1	TreeTime	FastTree	risk4	SM	0	4	-1
locrisk260.1	TreeTime	FastTree	risk5	MB	0	4	-1
locrisk260.1	TreeTime	FastTree	risk5	OT	65	16	0.6049382716049383
locrisk260.1	TreeTime	FastTree	risk5	PI	2	2	0
locrisk260.1	TreeTime	FastTree	risk5	SH	19	60	-0.5189873417721519
locrisk260.1	TreeTime	FastTree	risk5	SM	0	4	-1
locrisk260.1	TreeTime	FastTree	risk6	MB	0	4	-1
locrisk260.1	TreeTime	FastTree	risk6	NR	24	69	-0.4838709677419355
locrisk260.1	TreeTime	FastTree	risk6	OT	34	7	0.6585365853658537
locrisk260.1	TreeTime	FastTree	risk6	PI	4	2	0.3333333333333333
locrisk260.1	TreeTime	FastTree	risk6	SH	57	33	0.26666666666666666
locrisk260.1	TreeTime	FastTree	risk6	SM	0	4	-1
locrisk260.1	TreeTime	IQ-TREE	continent	Africa	23	4	0.7037037037037037
locrisk260.1	TreeTime	IQ-TREE	continent	Americas	1	3	-0.5
locrisk260.1	TreeTime	IQ-TREE	continent	Asia	1	10	-0.8181818181818182
locrisk260.1	TreeTime	IQ-TREE	continent	Europe	10	18	-0.2857142857142857
locrisk260.1	TreeTime	IQ-TREE	country	AR	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	country	BE	0	2	-1
locrisk260.1	TreeTime	IQ-TREE	country	BG	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	country	BR	4	1	0.6
locrisk260.1	TreeTime	IQ-TREE	country	BW	1	5	-0.6666666666666666
locrisk260.1	TreeTime	IQ-TREE	country	CN	1	1	0
locrisk260.1	TreeTime	IQ-TREE	country	DE	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	country	DK	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	country	ES	1	5	-0.6666666666666666
locrisk260.1	TreeTime	IQ-TREE	country	ET	1	3	-0.5
locrisk260.1	TreeTime	IQ-TREE	country	GE	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	country	IL	0	4	-1
locrisk260.1	TreeTime	IQ-TREE	country	IN	3	3	0
locrisk260.1	TreeTime	IQ-TREE	country	KE	2	4	-0.3333333333333333
locrisk260.1	TreeTime	IQ-TREE	country	MM	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	country	MW	2	10	-0.6666666666666666
locrisk260.1	TreeTime	IQ-TREE	country	NG	0	2	-1
locrisk260.1	TreeTime	IQ-TREE	country	NP	1	1	0
locrisk260.1	TreeTime	IQ-TREE	country	PK	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	country	SE	11	7	0.2222222222222222
locrisk260.1	TreeTime	IQ-TREE	country	SN	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	country	SO	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	country	TH	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	country	TZ	1	14	-0.8666666666666667
locrisk260.1	TreeTime	IQ-TREE	country	US	0	2	-1
locrisk260.1	TreeTime	IQ-TREE	country	UY	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	country	YE	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	country	ZA	23	13	0.2777777777777778
locrisk260.1	TreeTime	IQ-TREE	country	ZM	42	4	0.8260869565217391
locrisk260.1	TreeTime	IQ-TREE	region	Eastern Africa	47	4	0.8431372549019608
locrisk260.1	TreeTime	IQ-TREE	region	Eastern Asia	1	1	0
locrisk260.1	TreeTime	IQ-TREE	region	Eastern Europe	0	1	-1
locrisk260.1	TreeTime	IQ-TREE	region	Northern America	0	2	-1
locrisk260.1	TreeTime	IQ-TREE	region	Northern Europe	10	9	0.05263157894736842
locrisk260.1	TreeTime	IQ-TREE	region	South	0	2	-1
locrisk260.1	TreeTime	IQ-TREE	region	South America	1	1	0
locrisk260.1	TreeTime	IQ-TREE	region	Southern Africa	4	26	-0.7333333333333333
locrisk260.1	TreeTime	IQ-TREE	region	Southern Asia	2	3	-0.2
locrisk260.1	TreeTime	IQ-TREE	region	Southern Europe	1	5	-0.6666666666666666
locrisk260.1	TreeTime	IQ-TREE	region	Western Africa	0	3	-1
locrisk260.1	TreeTime	IQ-TREE	region	Western Asia	0	6	-1
locrisk260.1	TreeTime	IQ-TREE	region	Western Europe	0	3	-1
locrisk260.1	TreeTime	IQ-TREE	risk4	OT	70	8	0.7948717948717948
locrisk260.1	TreeTime	IQ-TREE	risk4	PI	7	2	0.5555555555555556
locrisk260.1	TreeTime	IQ-TREE	risk4	SH	7	70	-0.8181818181818182
locrisk260.1	TreeTime	IQ-TREE	risk4	SM	0	4	-1
locrisk260.1	TreeTime	IQ-TREE	risk5	MB	0	4	-1
locrisk260.1	TreeTime	IQ-TREE	risk5	OT	45	40	0.058823529411764705
locrisk260.1	TreeTime	IQ-TREE	risk5	PI	3	2	0.2
locrisk260.1	TreeTime	IQ-TREE	risk5	SH	43	41	0.023809523809523808
locrisk260.1	TreeTime	IQ-TREE	risk5	SM	0	4	-1
locrisk260.1	TreeTime	IQ-TREE	risk6	MB	0	4	-1
locrisk260.1	TreeTime	IQ-TREE	risk6	NR	7	100	-0.8691588785046729
locrisk260.1	TreeTime	IQ-TREE	risk6	OT	21	11	0.3125
locrisk260.1	TreeTime	IQ-TREE	risk6	PI	4	2	0.3333333333333333
locrisk260.1	TreeTime	IQ-TREE	risk6	SH	99	10	0.8165137614678899
locrisk260.1	TreeTime	IQ-TREE	risk6	SM	0	4	-1
locrisk260.1	TreeTime	PhyML	continent	Africa	22	4	0.6923076923076923
locrisk260.1	TreeTime	PhyML	continent	Americas	1	3	-0.5
locrisk260.1	TreeTime	PhyML	continent	Asia	1	9	-0.8
locrisk260.1	TreeTime	PhyML	continent	Europe	10	18	-0.2857142857142857
locrisk260.1	TreeTime	PhyML	country	AR	0	1	-1
locrisk260.1	TreeTime	PhyML	country	BE	0	2	-1
locrisk260.1	TreeTime	PhyML	country	BG	0	1	-1
locrisk260.1	TreeTime	PhyML	country	BR	4	1	0.6
locrisk260.1	TreeTime	PhyML	country	BW	1	6	-0.7142857142857143
locrisk260.1	TreeTime	PhyML	country	CN	1	1	0
locrisk260.1	TreeTime	PhyML	country	DE	0	1	-1
locrisk260.1	TreeTime	PhyML	country	DK	0	1	-1
locrisk260.1	TreeTime	PhyML	country	ES	1	5	-0.6666666666666666
locrisk260.1	TreeTime	PhyML	country	ET	1	3	-0.5
locrisk260.1	TreeTime	PhyML	country	GE	0	1	-1
locrisk260.1	TreeTime	PhyML	country	IL	0	4	-1
locrisk260.1	TreeTime	PhyML	country	IN	4	3	0.14285714285714285
locrisk260.1	TreeTime	PhyML	country	KE	2	4	-0.3333333333333333
locrisk260.1	TreeTime	PhyML	country	MM	0	1	-1
locrisk260.1	TreeTime	PhyML	country	MW	7	10	-0.17647058823529413
locrisk260.1	TreeTime	PhyML	country	NG	0	2	-1
locrisk260.1	TreeTime	PhyML	country	NP	1	1	0
locrisk260.1	TreeTime	PhyML	country	PK	0	1	-1
locrisk260.1	TreeTime	PhyML	country	SE	11	7	0.2222222222222222
locrisk260.1	TreeTime	PhyML	country	SN	0	1	-1
locrisk260.1	TreeTime	PhyML	country	SO	1	1	0
locrisk260.1	TreeTime	PhyML	country	TH	0	1	-1
locrisk260.1	TreeTime	PhyML	country	TZ	0	15	-1
locrisk260.1	TreeTime	PhyML	country	US	0	2	-1
locrisk260.1	TreeTime	PhyML	country	UY	0	1	-1
locrisk260.1	TreeTime	PhyML	country	YE	0	1	-1
locrisk260.1	TreeTime	PhyML	country	ZA	6	18	-0.5
locrisk260.1	TreeTime	PhyML	country	ZM	58	2	0.9333333333333333
locrisk260.1	TreeTime	PhyML	region	Eastern Africa	45	6	0.7647058823529411
locrisk260.1	TreeTime	PhyML	region	Eastern Asia	1	1	0
locrisk260.1	TreeTime	PhyML	region	Eastern Europe	0	1	-1
locrisk260.1	TreeTime	PhyML	region	Northern America	0	2	-1
locrisk260.1	TreeTime	PhyML	region	Northern Europe	9	9	0
locrisk260.1	TreeTime	PhyML	region	South	0	2	-1
locrisk260.1	TreeTime	PhyML	region	South America	1	1	0
locrisk260.1	TreeTime	PhyML	region	Southern Africa	6	24	-0.6
locrisk260.1	TreeTime	PhyML	region	Southern Asia	2	2	0
locrisk260.1	TreeTime	PhyML	region	Southern Europe	1	5	-0.6666666666666666
locrisk260.1	TreeTime	PhyML	region	Western Africa	0	3	-1
locrisk260.1	TreeTime	PhyML	region	Western Asia	0	6	-1
locrisk260.1	TreeTime	PhyML	region	Western Europe	0	3	-1
locrisk260.1	TreeTime	PhyML	risk4	OT	64	13	0.6623376623376623
locrisk260.1	TreeTime	PhyML	risk4	PI	5	2	0.42857142857142855
locrisk260.1	TreeTime	PhyML	risk4	SH	13	63	-0.6578947368421053
locrisk260.1	TreeTime	PhyML	risk4	SM	0	4	-1
locrisk260.1	TreeTime	PhyML	risk5	MB	0	4	-1
locrisk260.1	TreeTime	PhyML	risk5	OT	44	41	0.03529411764705882
locrisk260.1	TreeTime	PhyML	risk5	PI	3	2	0.2
locrisk260.1	TreeTime	PhyML	risk5	SH	44	40	0.047619047619047616
locrisk260.1	TreeTime	PhyML	risk5	SM	0	4	-1
locrisk260.1	TreeTime	PhyML	risk6	MB	0	4	-1
locrisk260.1	TreeTime	PhyML	risk6	NR	10	102	-0.8214285714285714
locrisk260.1	TreeTime	PhyML	risk6	OT	9	14	-0.21739130434782608
locrisk260.1	TreeTime	PhyML	risk6	PI	4	2	0.3333333333333333
locrisk260.1	TreeTime	PhyML	risk6	SH	110	7	0.8803418803418803
locrisk260.1	TreeTime	PhyML	risk6	SM	0	4	-1
locrisk260.1	TreeTime	RAxML-NG	continent	Africa	23	4	0.7037037037037037
locrisk260.1	TreeTime	RAxML-NG	continent	Americas	1	3	-0.5
locrisk260.1	TreeTime	RAxML-NG	continent	Asia	1	10	-0.8181818181818182
locrisk260.1	TreeTime	RAxML-NG	continent	Europe	10	18	-0.2857142857142857
locrisk260.1	TreeTime	RAxML-NG	country	AR	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	country	BE	0	2	-1
locrisk260.1	TreeTime	RAxML-NG	country	BG	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	country	BR	4	1	0.6
locrisk260.1	TreeTime	RAxML-NG	country	BW	1	6	-0.7142857142857143
locrisk260.1	TreeTime	RAxML-NG	country	CN	0	2	-1
locrisk260.1	TreeTime	RAxML-NG	country	DE	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	country	DK	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	country	ES	1	5	-0.6666666666666666
locrisk260.1	TreeTime	RAxML-NG	country	ET	1	3	-0.5
locrisk260.1	TreeTime	RAxML-NG	country	GE	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	country	IL	0	4	-1
locrisk260.1	TreeTime	RAxML-NG	country	IN	5	3	0.25
locrisk260.1	TreeTime	RAxML-NG	country	KE	1	4	-0.6
locrisk260.1	TreeTime	RAxML-NG	country	MM	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	country	MW	3	10	-0.5384615384615384
locrisk260.1	TreeTime	RAxML-NG	country	NG	0	2	-1
locrisk260.1	TreeTime	RAxML-NG	country	NP	1	1	0
locrisk260.1	TreeTime	RAxML-NG	country	PK	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	country	SE	11	8	0.15789473684210525
locrisk260.1	TreeTime	RAxML-NG	country	SN	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	country	SO	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	country	TH	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	country	TZ	0	15	-1
locrisk260.1	TreeTime	RAxML-NG	country	US	0	2	-1
locrisk260.1	TreeTime	RAxML-NG	country	UY	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	country	YE	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	country	ZA	28	9	0.5135135135135135
locrisk260.1	TreeTime	RAxML-NG	country	ZM	37	4	0.8048780487804879
locrisk260.1	TreeTime	RAxML-NG	region	Eastern Africa	45	5	0.8
locrisk260.1	TreeTime	RAxML-NG	region	Eastern Asia	0	2	-1
locrisk260.1	TreeTime	RAxML-NG	region	Eastern Europe	0	1	-1
locrisk260.1	TreeTime	RAxML-NG	region	Northern America	0	2	-1
locrisk260.1	TreeTime	RAxML-NG	region	Northern Europe	9	9	0
locrisk260.1	TreeTime	RAxML-NG	region	South	0	2	-1
locrisk260.1	TreeTime	RAxML-NG	region	South America	1	1	0
locrisk260.1	TreeTime	RAxML-NG	region	Southern Africa	6	24	-0.6
locrisk260.1	TreeTime	RAxML-NG	region	Southern Asia	4	3	0.14285714285714285
locrisk260.1	TreeTime	RAxML-NG	region	Southern Europe	1	5	-0.6666666666666666
locrisk260.1	TreeTime	RAxML-NG	region	Western Africa	0	3	-1
locrisk260.1	TreeTime	RAxML-NG	region	Western Asia	0	6	-1
locrisk260.1	TreeTime	RAxML-NG	region	Western Europe	0	3	-1
locrisk260.1	TreeTime	RAxML-NG	risk4	OT	66	13	0.6708860759493671
locrisk260.1	TreeTime	RAxML-NG	risk4	PI	6	2	0.5
locrisk260.1	TreeTime	RAxML-NG	risk4	SH	13	66	-0.6708860759493671
locrisk260.1	TreeTime	RAxML-NG	risk4	SM	0	4	-1
locrisk260.1	TreeTime	RAxML-NG	risk5	MB	0	4	-1
locrisk260.1	TreeTime	RAxML-NG	risk5	OT	47	35	0.14634146341463414
locrisk260.1	TreeTime	RAxML-NG	risk5	PI	2	2	0
locrisk260.1	TreeTime	RAxML-NG	risk5	SH	38	42	-0.05
locrisk260.1	TreeTime	RAxML-NG	risk5	SM	0	4	-1
locrisk260.1	TreeTime	RAxML-NG	risk6	MB	0	4	-1
locrisk260.1	TreeTime	RAxML-NG	risk6	NR	24	81	-0.5428571428571428
locrisk260.1	TreeTime	RAxML-NG	risk6	OT	36	9	0.6
locrisk260.1	TreeTime	RAxML-NG	risk6	PI	7	2	0.5555555555555556
locrisk260.1	TreeTime	RAxML-NG	risk6	SH	66	33	0.3333333333333333
locrisk260.1	TreeTime	RAxML-NG	risk6	SM	0	4	-1
locrisk260.1	treedater	FastTree	continent	Africa	25	4	0.7241379310344828
locrisk260.1	treedater	FastTree	continent	Americas	1	3	-0.5
locrisk260.1	treedater	FastTree	continent	Asia	1	10	-0.8181818181818182
locrisk260.1	treedater	FastTree	continent	Europe	9	19	-0.35714285714285715
locrisk260.1	treedater	FastTree	country	AR	0	1	-1
locrisk260.1	treedater	FastTree	country	BE	0	2	-1
locrisk260.1	treedater	FastTree	country	BG	0	1	-1
locrisk260.1	treedater	FastTree	country	BR	4	1	0.6
locrisk260.1	treedater	FastTree	country	BW	0	6	-1
locrisk260.1	treedater	FastTree	country	CN	0	2	-1
locrisk260.1	treedater	FastTree	country	DE	0	1	-1
locrisk260.1	treedater	FastTree	country	DK	0	1	-1
locrisk260.1	treedater	FastTree	country	ES	1	5	-0.6666666666666666
locrisk260.1	treedater	FastTree	country	ET	1	3	-0.5
locrisk260.1	treedater	FastTree	country	GE	0	1	-1
locrisk260.1	treedater	FastTree	country	IL	0	4	-1
locrisk260.1	treedater	FastTree	country	IN	5	3	0.25
locrisk260.1	treedater	FastTree	country	KE	2	4	-0.3333333333333333
locrisk260.1	treedater	FastTree	country	MM	0	1	-1
locrisk260.1	treedater	FastTree	country	MW	1	11	-0.8333333333333334
locrisk260.1	treedater	FastTree	country	NG	0	2	-1
locrisk260.1	treedater	FastTree	country	NP	1	1	0
locrisk260.1	treedater	FastTree	country	PK	0	1	-1
locrisk260.1	treedater	FastTree	country	SE	11	7	0.2222222222222222
locrisk260.1	treedater	FastTree	country	SN	0	1	-1
locrisk260.1	treedater	FastTree	country	SO	0	1	-1
locrisk260.1	treedater	FastTree	country	TH	0	1	-1
locrisk260.1	treedater	FastTree	country	TZ	6	12	-0.3333333333333333
locrisk260.1	treedater	FastTree	country	US	0	2	-1
locrisk260.1	treedater	FastTree	country	UY	0	1	-1
locrisk260.1	treedater	FastTree	country	YE	0	1	-1
locrisk260.1	treedater	FastTree	country	ZA	12	16	-0.14285714285714285
locrisk260.1	treedater	FastTree	country	ZM	50	1	0.9607843137254902
locrisk260.1	treedater	FastTree	region	Eastern Africa	46	5	0.803921568627451
locrisk260.1	treedater	FastTree	region	Eastern Asia	0	2	-1
locrisk260.1	treedater	FastTree	region	Eastern Europe	0	1	-1
locrisk260.1	treedater	FastTree	region	Northern America	0	2	-1
locrisk260.1	treedater	FastTree	region	Northern Europe	9	9	0
locrisk260.1	treedater	FastTree	region	South	0	2	-1
locrisk260.1	treedater	FastTree	region	South America	1	1	0
locrisk260.1	treedater	FastTree	region	Southern Africa	5	24	-0.6551724137931034
locrisk260.1	treedater	FastTree	region	Southern Asia	4	3	0.14285714285714285
locrisk260.1	treedater	FastTree	region	Southern Europe	1	5	-0.6666666666666666
locrisk260.1	treedater	FastTree	region	Western Africa	0	3	-1
locrisk260.1	treedater	FastTree	region	Western Asia	0	6	-1
locrisk260.1	treedater	FastTree	region	Western Europe	0	3	-1
locrisk260.1	treedater	FastTree	risk4	OT	71	6	0.8441558441558441
locrisk260.1	treedater	FastTree	risk4	PI	6	2	0.5
locrisk260.1	treedater	FastTree	risk4	SH	6	71	-0.8441558441558441
locrisk260.1	treedater	FastTree	risk4	SM	0	4	-1
locrisk260.1	treedater	FastTree	risk5	MB	0	4	-1
locrisk260.1	treedater	FastTree	risk5	OT	64	17	0.5802469135802469
locrisk260.1	treedater	FastTree	risk5	PI	2	2	0
locrisk260.1	treedater	FastTree	risk5	SH	20	59	-0.4936708860759494
locrisk260.1	treedater	FastTree	risk5	SM	0	4	-1
locrisk260.1	treedater	FastTree	risk6	MB	0	4	-1
locrisk260.1	treedater	FastTree	risk6	NR	25	73	-0.4897959183673469
locrisk260.1	treedater	FastTree	risk6	OT	58	5	0.8412698412698413
locrisk260.1	treedater	FastTree	risk6	PI	8	2	0.6
locrisk260.1	treedater	FastTree	risk6	SH	38	41	-0.0379746835443038
locrisk260.1	treedater	FastTree	risk6	SM	0	4	-1
locrisk260.1	treedater	IQ-TREE	continent	Africa	25	4	0.7241379310344828
locrisk260.1	treedater	IQ-TREE	continent	Americas	1	3	-0.5
